X,Y,OCC_LABEL,DST_STRUCT,EM_APPRES,MAGNETIC
468103.3861,7519450.217,-9999,1000,1216.401611,45.3514938
470103.3861,7519450.217,-9999,500,611.5650635,-60.4806671
472103.3861,7519450.217,-9999,500,1327.761108,-70.8941345
474103.3861,7519450.217,-9999,500,1561.983643,152.3171844
476103.3861,7519450.217,-9999,0,1238.4823,-79.6466522
478103.3861,7519450.217,-9999,707.1068115,-44.0746689,322.5798645
480103.3861,7519450.217,-9999,0,289.5918274,-239.7582703
482103.3861,7519450.217,-9999,1118.033936,805.4039307,163.7334137
484103.3861,7519450.217,-9999,500,1446.624878,364.1237183
486103.3861,7519450.217,-9999,707.1068115,539.2811279,-396.2793579
488103.3861,7519450.217,-9999,0,1321.621948,26.8784809
352103.3861,7517450.217,-9999,500,842.9295044,186.0844879
354103.3861,7517450.217,-9999,1802.775635,413.5278931,326.1731567
356103.3861,7517450.217,-9999,0,989.197876,304.0966187
358103.3861,7517450.217,-9999,0,631.0314941,-18.8962841
360103.3861,7517450.217,-9999,1581.138794,392.6896973,-50.3668175
362103.3861,7517450.217,-9999,0,556.6707764,230.2627106
364103.3861,7517450.217,-9999,0,451.1680298,490.0255737
366103.3861,7517450.217,-9999,500,892.8668213,490.1935425
368103.3861,7517450.217,-9999,500,186.7772369,349.3843079
370103.3861,7517450.217,-9999,707.1068115,1340.541138,118.641037
372103.3861,7517450.217,-9999,0,328.0891113,255.7642517
374103.3861,7517450.217,-9999,1500,521.6134644,479.460144
376103.3861,7517450.217,-9999,0,1053.854126,-175.1266022
378103.3861,7517450.217,-9999,707.1068115,1266.889038,-72.4345932
380103.3861,7517450.217,-9999,500,396.089447,-506.8251953
382103.3861,7517450.217,-9999,0,629.6253052,-501.4263
384103.3861,7517450.217,-9999,1000,771.255127,-597.7906494
386103.3861,7517450.217,-9999,500,958.8114624,1984.138672
388103.3861,7517450.217,-9999,500,1065.714478,-460.9741821
390103.3861,7517450.217,-9999,1118.033936,843.8151245,-316.1476746
392103.3861,7517450.217,-9999,0,83.1897202,-297.0404663
394103.3861,7517450.217,-9999,1000,119.6541443,-41.1621552
396103.3861,7517450.217,-9999,500,150.6285095,107.9372711
398103.3861,7517450.217,-9999,0,511.6279297,808.7752686
400103.3861,7517450.217,-9999,0,1528.954712,-349.6073914
402103.3861,7517450.217,-9999,500,1218.224731,-321.9059143
404103.3861,7517450.217,-9999,1118.033936,985.3323975,113.1521606
406103.3861,7517450.217,-9999,707.1068115,951.8152466,1513.436279
408103.3861,7517450.217,-9999,500,1431.707886,2373.465088
410103.3861,7517450.217,-9999,0,886.1075439,-32.9091339
412103.3861,7517450.217,-9999,707.1068115,531.1757813,283.4417725
414103.3861,7517450.217,-9999,1118.033936,615.3790283,346.449707
416103.3861,7517450.217,-9999,1414.213623,381.2304993,632.5779419
418103.3861,7517450.217,-9999,707.1068115,418.1459656,-627.2578125
420103.3861,7517450.217,-9999,1118.033936,31.2573299,-271.7847595
422103.3861,7517450.217,-9999,500,1583.324951,1773.495728
424103.3861,7517450.217,-9999,0,134.5236511,-531.3880005
426103.3861,7517450.217,-9999,1581.138794,-10.459774,-267.0924683
428103.3861,7517450.217,-9999,3354.102051,303.112793,-429.104126
430103.3861,7517450.217,-9999,3807.886475,9.9982891,-453.5204773
432103.3861,7517450.217,-9999,4527.692383,542.2015991,-367.8747253
434103.3861,7517450.217,-9999,5147.814941,398.867218,-328.1494751
436103.3861,7517450.217,-9999,5522.680664,564.1863403,-395.4286499
438103.3861,7517450.217,-9999,6041.522949,184.2499847,-294.1976624
440103.3861,7517450.217,-9999,4500,6.9676433,-269.3769531
442103.3861,7517450.217,-9999,2500,-0.1820344,-345.8859863
444103.3861,7517450.217,-9999,500,40.9274406,139.2679443
446103.3861,7517450.217,-9999,707.1068115,302.9936523,-374.8787537
448103.3861,7517450.217,-9999,1802.775635,-39.5831528,-96.5179749
450103.3861,7517450.217,-9999,1414.213623,-13.0052385,-159.7009125
452103.3861,7517450.217,-9999,1000,148.9482727,-220.7546234
454103.3861,7517450.217,-9999,500,39.1577759,-71.7236633
456103.3861,7517450.217,-9999,0,1637.883179,-4.6486397
458103.3861,7517450.217,-9999,1581.138794,496.552948,-212.7041168
460103.3861,7517450.217,-9999,2828.427246,326.1428528,77.6928787
462103.3861,7517450.217,-9999,3640.054932,707.7935791,-14.9029627
464103.3861,7517450.217,-9999,3640.054932,1057.352051,-25.7763138
466103.3861,7517450.217,-9999,3605.55127,1404.560791,-14.4564905
468103.3861,7517450.217,-9999,1802.775635,820.4539185,-31.2454796
470103.3861,7517450.217,-9999,0,1043.939819,81.0696411
472103.3861,7517450.217,-9999,1118.033936,756.0286255,108.6859055
474103.3861,7517450.217,-9999,500,817.6420288,-137.7088928
476103.3861,7517450.217,-9999,707.1068115,963.25,-77.8037415
478103.3861,7517450.217,-9999,500,643.3713379,-603.2375488
480103.3861,7517450.217,-9999,500,1516.607666,144.0037994
482103.3861,7517450.217,-9999,1802.775635,2.1981719,-193.0675354
484103.3861,7517450.217,-9999,500,432.6326904,-171.560379
486103.3861,7517450.217,-9999,0,335.9068604,63.8439369
488103.3861,7517450.217,-9999,707.1068115,981.6784668,221.7220001
352103.3861,7515450.217,-9999,0,868.0386353,190.5092773
354103.3861,7515450.217,-9999,1118.033936,954.043457,307.9612427
356103.3861,7515450.217,-9999,500,500.0556335,295.0197449
358103.3861,7515450.217,-9999,500,495.8425293,-13.8507433
360103.3861,7515450.217,-9999,0,838.2965088,-80.1694946
362103.3861,7515450.217,-9999,1000,547.4401855,272.4605103
364103.3861,7515450.217,-9999,500,962.8916016,385.6335754
366103.3861,7515450.217,-9999,500,758.4869385,286.769165
368103.3861,7515450.217,-9999,1500,283.0593262,274.1513977
370103.3861,7515450.217,-9999,500,877.5964355,324.3214722
372103.3861,7515450.217,-9999,0,93.2086411,512.1312866
374103.3861,7515450.217,-9999,1500,364.1759338,577.8588867
376103.3861,7515450.217,-9999,707.1068115,1018.578857,-22.455471
378103.3861,7515450.217,-9999,707.1068115,998.24646,-132.4995575
380103.3861,7515450.217,-9999,500,349.0510559,145.9586792
382103.3861,7515450.217,-9999,0,664.8551025,-524.3245239
384103.3861,7515450.217,-9999,500,850.4417725,949.9083252
386103.3861,7515450.217,-9999,1000,1063.243774,1834.05896
388103.3861,7515450.217,-9999,0,667.9180298,-365.5560303
390103.3861,7515450.217,-9999,500,19.7243481,-246.3211212
392103.3861,7515450.217,-9999,500,414.0842896,-226.2721252
394103.3861,7515450.217,-9999,500,33.7990379,101.8833237
396103.3861,7515450.217,-9999,0,680.3734131,992.479248
398103.3861,7515450.217,-9999,1000,1431.315308,-185.4874268
400103.3861,7515450.217,-9999,0,535.1464233,-55.5086021
402103.3861,7515450.217,-9999,1118.033936,208.3135071,-699.6295776
404103.3861,7515450.217,-9999,1414.213623,410.7445374,-520.2229614
406103.3861,7515450.217,-9999,1118.033936,451.943512,-222.9715271
408103.3861,7515450.217,-9999,707.1068115,-1.9273918,-676.84552
410103.3861,7515450.217,-9999,0,924.1193237,-128.7019043
412103.3861,7515450.217,-9999,500,1342.762085,166.7576752
414103.3861,7515450.217,-9999,1500,423.0488586,-285.5687256
416103.3861,7515450.217,-9999,2915.47583,696.5,-35.9791718
418103.3861,7515450.217,-9999,2549.509766,1033.623413,-677.4919434
420103.3861,7515450.217,-9999,1581.138794,920.6924438,-88.9626694
422103.3861,7515450.217,1,0,1224.881348,20.5375824
424103.3861,7515450.217,1,500,98.3442535,155.1709747
426103.3861,7515450.217,-9999,1118.033936,1098.597046,-581.2321777
428103.3861,7515450.217,-9999,1500,227.2966766,-389.0250244
430103.3861,7515450.217,-9999,2121.320313,21.4207096,-481.4211121
432103.3861,7515450.217,-9999,2549.509766,479.9086609,-457.4798889
434103.3861,7515450.217,-9999,3354.102051,268.1405334,-420.59198
436103.3861,7515450.217,-9999,3535.533936,48.8930092,-391.4663086
438103.3861,7515450.217,-9999,4301.162598,1029.269531,-401.5447998
440103.3861,7515450.217,-9999,4924.428711,212.6545868,-302.0574036
442103.3861,7515450.217,-9999,3201.562012,-43.4563026,-311.6412048
444103.3861,7515450.217,-9999,2061.552734,49.4082336,-268.1740417
446103.3861,7515450.217,-9999,2236.067871,-76.4816208,1250.62793
448103.3861,7515450.217,-9999,3535.533936,-2.48838,2650.159912
450103.3861,7515450.217,-9999,3162.277588,852.1816406,-338.1611023
452103.3861,7515450.217,-9999,1802.775635,256.5566711,44.7182198
454103.3861,7515450.217,-9999,0,-61.2971725,-142.4998627
456103.3861,7515450.217,-9999,0,915.5788574,843.3549194
458103.3861,7515450.217,-9999,0,908.1226196,-168.4765778
460103.3861,7515450.217,-9999,1414.213623,977.9945068,-173.0870361
462103.3861,7515450.217,-9999,2236.067871,1418.855835,-173.6334991
464103.3861,7515450.217,-9999,2915.47583,1417.06543,-138.5791168
466103.3861,7515450.217,-9999,3162.277588,1009.464966,-107.858902
468103.3861,7515450.217,-9999,1414.213623,927.7940674,-100.193512
470103.3861,7515450.217,-9999,500,1044.852539,-106.1977844
472103.3861,7515450.217,-9999,0,539.4695435,-301.1911926
474103.3861,7515450.217,-9999,1414.213623,1081.380005,233.8258057
476103.3861,7515450.217,-9999,1000,1116.270508,-92.5099869
478103.3861,7515450.217,-9999,2236.067871,1216.251221,-204.7583008
480103.3861,7515450.217,-9999,2061.552734,1345.354736,-113.3819809
482103.3861,7515450.217,-9999,2236.067871,1129.442871,-31.4429531
484103.3861,7515450.217,-9999,500,1012.442932,-389.4320984
486103.3861,7515450.217,-9999,0,972.6011353,117.1668777
488103.3861,7515450.217,-9999,0,1476.580444,-57.1608772
352103.3861,7513450.217,-9999,1000,749.1025391,196.3935852
354103.3861,7513450.217,-9999,500,856.1634521,256.1743469
356103.3861,7513450.217,-9999,1414.213623,1288.75354,265.1731262
358103.3861,7513450.217,-9999,707.1068115,608.0968628,126.914032
360103.3861,7513450.217,-9999,500,303.021637,-92.9189835
362103.3861,7513450.217,-9999,500,989.8239136,327.4932556
364103.3861,7513450.217,-9999,500,665.5587158,505.3388062
366103.3861,7513450.217,-9999,0,1040.160645,348.2174988
368103.3861,7513450.217,-9999,1118.033936,217.3406219,420.6767883
370103.3861,7513450.217,-9999,1802.775635,598.6092529,265.2454529
372103.3861,7513450.217,-9999,707.1068115,405.6453552,233.692337
374103.3861,7513450.217,-9999,500,934.9719849,134.970459
376103.3861,7513450.217,-9999,1414.213623,799.8636475,284.8205872
378103.3861,7513450.217,-9999,0,968.0855713,286.0141907
380103.3861,7513450.217,-9999,0,650.1924438,-232.6480103
382103.3861,7513450.217,-9999,0,617.4229126,-452.0749207
384103.3861,7513450.217,-9999,1000,634.0020752,-144.3478699
386103.3861,7513450.217,-9999,500,154.3514709,-358.5164185
388103.3861,7513450.217,-9999,1000,464.3661804,-306.739624
390103.3861,7513450.217,-9999,0,905.0773315,773.756897
392103.3861,7513450.217,-9999,0,767.9562988,-397.0051575
394103.3861,7513450.217,-9999,707.1068115,327.9121704,-300.9173889
396103.3861,7513450.217,-9999,707.1068115,1366.710205,-350.7926636
398103.3861,7513450.217,-9999,707.1068115,985.6870117,171.3964539
400103.3861,7513450.217,-9999,0,-24.9873314,-199.953476
402103.3861,7513450.217,-9999,500,8.4629459,-626.5314331
404103.3861,7513450.217,-9999,707.1068115,468.5580444,227.04039
406103.3861,7513450.217,-9999,0,218.3708496,-413.5257568
408103.3861,7513450.217,-9999,500,271.7498474,399.4199829
410103.3861,7513450.217,-9999,1414.213623,276.3536072,-472.0562744
412103.3861,7513450.217,-9999,0,1039.615479,-95.2091293
414103.3861,7513450.217,-9999,1500,1021.50061,220.7494202
416103.3861,7513450.217,-9999,3500,960.2943115,497.514679
418103.3861,7513450.217,-9999,3500,-79.049263,-529.9700317
420103.3861,7513450.217,-9999,1500,1428.674316,-386.8443604
422103.3861,7513450.217,-9999,500,943.0484009,-225.2353363
424103.3861,7513450.217,-9999,500,713.4020386,338.9295654
426103.3861,7513450.217,-9999,500,1006.760315,124.6059036
428103.3861,7513450.217,-9999,0,147.2785492,-190.5025024
430103.3861,7513450.217,-9999,500,17.1714134,-741.9331055
432103.3861,7513450.217,-9999,707.1068115,36.697155,-600.8136597
434103.3861,7513450.217,-9999,1802.775635,298.3204651,-507.5359192
436103.3861,7513450.217,-9999,1581.138794,1005.684753,-426.1604614
438103.3861,7513450.217,-9999,2915.47583,1034.123413,-454.0256348
440103.3861,7513450.217,-9999,4743.416504,84.4960022,-327.8144836
442103.3861,7513450.217,-9999,4716.990723,171.7672729,-376.6727295
444103.3861,7513450.217,-9999,4031.128906,198.745224,-323.2660217
446103.3861,7513450.217,-9999,4123.105469,-25.6283016,1171.397095
448103.3861,7513450.217,-9999,5000,12.074564,-110.4975967
450103.3861,7513450.217,-9999,4472.135742,559.5883179,-410.5106506
452103.3861,7513450.217,-9999,2692.58252,82.0668564,24.2277069
454103.3861,7513450.217,-9999,1000,-4.3062615,-81.0303192
456103.3861,7513450.217,-9999,500,203.4930725,328.5465698
458103.3861,7513450.217,-9999,0,680.7483521,-161.9066162
460103.3861,7513450.217,-9999,0,1535.786743,-509.2590332
462103.3861,7513450.217,-9999,500,1369.495728,-157.2577057
464103.3861,7513450.217,-9999,1000,724.3651733,-178.0276947
466103.3861,7513450.217,-9999,1500,1481.958862,-234.3291931
468103.3861,7513450.217,-9999,1118.033936,1340.75708,-191.9470825
470103.3861,7513450.217,-9999,0,1011.898132,49.321682
472103.3861,7513450.217,-9999,0,960.1083984,147.2284393
474103.3861,7513450.217,-9999,0,1642.294067,-309.3554382
476103.3861,7513450.217,-9999,1581.138794,1193.448731,-137.673172
478103.3861,7513450.217,-9999,3535.533936,694.6051025,-71.1295776
480103.3861,7513450.217,-9999,3201.562012,1347.982422,-20.1486416
482103.3861,7513450.217,-9999,2000,1260.346924,-235.7200623
484103.3861,7513450.217,-9999,0,1685.138062,125.0513687
486103.3861,7513450.217,-9999,1118.033936,1253.492798,168.0601959
488103.3861,7513450.217,-9999,0,1075.807251,84.1048508
352103.3861,7511450.217,-9999,1802.775635,621.4829102,156.8533783
354103.3861,7511450.217,-9999,0,950.513916,230.9094238
356103.3861,7511450.217,-9999,1581.138794,828.317688,223.5355072
358103.3861,7511450.217,-9999,0,602.0753784,245.0598907
360103.3861,7511450.217,-9999,0,464.409729,136.3955841
362103.3861,7511450.217,-9999,500,528.4299927,549.453125
364103.3861,7511450.217,-9999,1000,748.5952759,463.2122803
366103.3861,7511450.217,-9999,0,925.4627075,572.7715454
368103.3861,7511450.217,-9999,500,721.6576538,390.2913818
370103.3861,7511450.217,-9999,500,284.8762512,472.8880005
372103.3861,7511450.217,-9999,1118.033936,392.7816162,293.3426819
374103.3861,7511450.217,-9999,1118.033936,854.5767212,233.0249481
376103.3861,7511450.217,-9999,1414.213623,1271.059326,336.3524475
378103.3861,7511450.217,-9999,500,701.557312,470.333374
380103.3861,7511450.217,-9999,0,135.4359283,-396.475647
382103.3861,7511450.217,-9999,0,320.9526672,-56.491951
384103.3861,7511450.217,-9999,1802.775635,-22.7861214,-434.3644104
386103.3861,7511450.217,-9999,1414.213623,144.2187042,-437.7655029
388103.3861,7511450.217,-9999,0,85.5925369,-110.6580582
390103.3861,7511450.217,-9999,500,403.4189453,-358.104248
392103.3861,7511450.217,-9999,500,283.8757324,-296.390686
394103.3861,7511450.217,-9999,0,820.9653931,345.1511536
396103.3861,7511450.217,-9999,1118.033936,952.065918,1846.841065
398103.3861,7511450.217,-9999,0,978.9797363,26.6135254
400103.3861,7511450.217,-9999,0,237.7749939,-589.8745117
402103.3861,7511450.217,1,500,241.7953949,-838.8157959
404103.3861,7511450.217,-9999,0,818.1557007,-389.4652405
406103.3861,7511450.217,-9999,1414.213623,664.5431519,-505.263092
408103.3861,7511450.217,-9999,500,495.2132874,-398.2707825
410103.3861,7511450.217,-9999,0,917.307373,148.0757599
412103.3861,7511450.217,-9999,0,1296.687622,-187.4495087
414103.3861,7511450.217,-9999,2000,394.2550354,-25.586277
416103.3861,7511450.217,-9999,3807.886475,776.972168,-81.1398087
418103.3861,7511450.217,-9999,4031.128906,-54.2755547,-404.3836975
420103.3861,7511450.217,-9999,2500,1215.109009,-375.28479
422103.3861,7511450.217,-9999,2061.552734,753.3190308,-384.4643555
424103.3861,7511450.217,-9999,1802.775635,595.0408936,-215.3211823
426103.3861,7511450.217,-9999,0,1304.583618,-580.1072388
428103.3861,7511450.217,-9999,500,1330.347656,693.3671265
430103.3861,7511450.217,-9999,500,1074.804077,-322.8036499
432103.3861,7511450.217,-9999,500,-95.7875824,-517.9031372
434103.3861,7511450.217,-9999,0,-88.1550369,-645.5169678
436103.3861,7511450.217,-9999,707.1068115,-12.7900829,-417.9200134
438103.3861,7511450.217,-9999,2549.509766,121.6850739,-402.3642273
440103.3861,7511450.217,-9999,4500,596.4400635,-431.4674988
442103.3861,7511450.217,-9999,4924.428711,924.6497803,-337.2723389
444103.3861,7511450.217,-9999,6020.797363,-80.774147,-203.8936005
446103.3861,7511450.217,-9999,6082.762695,-2.7216403,-338.9615784
448103.3861,7511450.217,-9999,6708.204102,0.8910736,1321.772095
450103.3861,7511450.217,-9999,5385.165039,517.6085815,-312.8901367
452103.3861,7511450.217,-9999,3500,388.6548462,33.7550125
454103.3861,7511450.217,-9999,1500,-8.1345291,-121.4293976
456103.3861,7511450.217,-9999,0,540.7284546,183.5513153
458103.3861,7511450.217,-9999,500,285.0107422,98.1644669
460103.3861,7511450.217,-9999,0,16.2426472,507.5512695
462103.3861,7511450.217,-9999,0,745.6967773,258.5802002
464103.3861,7511450.217,-9999,500,620.3972168,45.0961151
466103.3861,7511450.217,-9999,0,718.5253906,-67.9935989
468103.3861,7511450.217,-9999,0,411.8693542,-278.4739685
470103.3861,7511450.217,-9999,1802.775635,908.3809204,-222.3188019
472103.3861,7511450.217,-9999,1000,850.569458,-208.7188263
474103.3861,7511450.217,-9999,707.1068115,1644.703857,-139.2635193
476103.3861,7511450.217,-9999,2121.320313,1273.638184,-129.7355042
478103.3861,7511450.217,-9999,3807.886475,1320.244995,-127.5142593
480103.3861,7511450.217,-9999,2061.552734,1093.157471,-117.0603485
482103.3861,7511450.217,-9999,500,805.1715698,-203.3820801
484103.3861,7511450.217,-9999,500,765.3013306,-153.8466034
486103.3861,7511450.217,-9999,2061.552734,597.8434448,44.7782364
488103.3861,7511450.217,-9999,1500,981.5727539,1.7002119
352103.3861,7509450.217,-9999,2500,822.2515259,335.2896118
354103.3861,7509450.217,-9999,707.1068115,892.4191284,428.2368774
356103.3861,7509450.217,-9999,1000,457.348877,283.3927307
358103.3861,7509450.217,-9999,707.1068115,513.2816162,290.6960449
360103.3861,7509450.217,-9999,500,743.3393555,150.140625
362103.3861,7509450.217,-9999,1000,1004.454895,334.7881775
364103.3861,7509450.217,-9999,0,759.4681396,454.8407898
366103.3861,7509450.217,-9999,500,865.5980835,401.7874451
368103.3861,7509450.217,-9999,0,686.3105469,481.34021
370103.3861,7509450.217,-9999,1118.033936,624.1627197,880.5150757
372103.3861,7509450.217,-9999,500,1265.63147,593.8900146
374103.3861,7509450.217,-9999,0,682.0800781,583.366333
376103.3861,7509450.217,-9999,500,979.2427979,717.7669067
378103.3861,7509450.217,-9999,707.1068115,447.5429688,606.3381348
380103.3861,7509450.217,-9999,0,366.5151367,-309.5485535
382103.3861,7509450.217,-9999,1000,619.0554199,-270.3630676
384103.3861,7509450.217,-9999,1118.033936,-0.0749519,-451.3034363
386103.3861,7509450.217,-9999,0,56.0152893,-418.9745483
388103.3861,7509450.217,-9999,1000,177.3320618,-534.2525635
390103.3861,7509450.217,-9999,1802.775635,537.5313721,-427.2749939
392103.3861,7509450.217,-9999,2236.067871,897.8521729,-451.782074
394103.3861,7509450.217,-9999,1414.213623,415.9532776,-195.2393799
396103.3861,7509450.217,-9999,500,500.1574402,653.0377808
398103.3861,7509450.217,-9999,1118.033936,781.437439,348.8908691
400103.3861,7509450.217,-9999,500,1077.1427,731.1740723
402103.3861,7509450.217,-9999,707.1068115,580.3580933,72.2026749
404103.3861,7509450.217,-9999,0,566.2317505,599.1583862
406103.3861,7509450.217,-9999,1118.033936,1355.181641,444.1127319
408103.3861,7509450.217,-9999,1581.138794,743.3653564,-151.4875336
410103.3861,7509450.217,-9999,0,1014.177002,568.199707
412103.3861,7509450.217,-9999,1414.213623,638.5621338,-3.8637137
414103.3861,7509450.217,-9999,2500,1437.544556,-146.572113
416103.3861,7509450.217,-9999,4272.001953,1154.577148,-297.8884888
418103.3861,7509450.217,-9999,4924.428711,843.2080688,-543.0056152
420103.3861,7509450.217,1,4272.001953,830.2672729,76.083046
422103.3861,7509450.217,-9999,3354.102051,3.3937941,-264.9188538
424103.3861,7509450.217,-9999,2500,-113.6500092,-249.7460327
426103.3861,7509450.217,1,707.1068115,1338.256836,-924.8092041
428103.3861,7509450.217,-9999,500,886.4412842,235.7563782
430103.3861,7509450.217,-9999,707.1068115,1335.963501,294.1785889
432103.3861,7509450.217,-9999,1500,1081.334961,-600.0374146
434103.3861,7509450.217,-9999,1000,452.3225098,-318.8998108
436103.3861,7509450.217,-9999,1000,23.552227,-341.4659424
438103.3861,7509450.217,-9999,3000,375.3548279,-507.6465759
440103.3861,7509450.217,-9999,2500,225.956543,-418.3304138
442103.3861,7509450.217,-9999,3201.562012,-27.0912628,-320.1147156
444103.3861,7509450.217,-9999,4716.990723,348.7325745,-181.0266571
446103.3861,7509450.217,-9999,6500,-96.3053131,-317.4594421
448103.3861,7509450.217,-9999,7158.910645,20.5536594,1489.398071
450103.3861,7509450.217,-9999,5852.350098,38.0671043,-237.7791595
452103.3861,7509450.217,-9999,4031.128906,70.6020432,-140.5440826
454103.3861,7509450.217,-9999,2061.552734,1001.962036,-206.0885773
456103.3861,7509450.217,-9999,500,12.887866,-285.939209
458103.3861,7509450.217,-9999,1118.033936,344.50177,212.7968292
460103.3861,7509450.217,-9999,1118.033936,-12.8207483,-90.7018814
462103.3861,7509450.217,-9999,707.1068115,-46.712265,-147.7193451
464103.3861,7509450.217,-9999,0,-10.757761,-121.074791
466103.3861,7509450.217,-9999,500,652.3071899,273.6651611
468103.3861,7509450.217,-9999,707.1068115,1323.931397,689.2166138
470103.3861,7509450.217,-9999,1000,912.5358887,-167.8107452
472103.3861,7509450.217,-9999,500,1470.806885,96.8554688
474103.3861,7509450.217,-9999,0,1451.695801,-232.2502289
476103.3861,7509450.217,-9999,1118.033936,1558.904419,-223.3904266
478103.3861,7509450.217,-9999,2692.58252,755.2359619,-262.3726807
480103.3861,7509450.217,-9999,1414.213623,857.4528809,-309.7402344
482103.3861,7509450.217,-9999,0,1032.126343,-404.2167053
484103.3861,7509450.217,-9999,0,1348.269165,-355.4168701
486103.3861,7509450.217,-9999,1581.138794,1228.750977,116.3716736
488103.3861,7509450.217,-9999,2915.47583,1159.7771,45.6235771
354103.3861,7507450.217,-9999,1414.213623,517.6988525,289.8350525
356103.3861,7507450.217,-9999,0,736.210022,321.8051758
358103.3861,7507450.217,-9999,1000,653.7487793,195.7321167
360103.3861,7507450.217,-9999,500,636.5936279,343.910675
362103.3861,7507450.217,-9999,500,709.4075317,270.3432617
364103.3861,7507450.217,-9999,1414.213623,1040.947144,720.5029297
366103.3861,7507450.217,-9999,0,418.3846741,257.9994812
368103.3861,7507450.217,-9999,707.1068115,530.4064331,337.0531006
370103.3861,7507450.217,-9999,500,1006.967468,610.8928223
372103.3861,7507450.217,-9999,1118.033936,892.3132324,679.3610229
374103.3861,7507450.217,-9999,0,804.2502441,556.9102783
376103.3861,7507450.217,-9999,707.1068115,414.2235718,487.7376099
378103.3861,7507450.217,-9999,1000,793.1553345,22.8406315
380103.3861,7507450.217,-9999,0,339.3316345,-187.4556885
382103.3861,7507450.217,-9999,1414.213623,171.6969452,-452.2141418
384103.3861,7507450.217,-9999,0,170.4445953,-422.0308533
386103.3861,7507450.217,-9999,1118.033936,453.9819946,-338.0222168
388103.3861,7507450.217,-9999,500,1090.996338,-332.9490051
390103.3861,7507450.217,-9999,1414.213623,1126.260498,121.1760101
392103.3861,7507450.217,-9999,2915.47583,978.9397583,-838.0230713
394103.3861,7507450.217,-9999,2500,956.0114136,212.0636597
396103.3861,7507450.217,-9999,1414.213623,129.0102234,-279.4295959
398103.3861,7507450.217,-9999,0,1453.210815,13.3420925
400103.3861,7507450.217,-9999,500,1458.113525,850.0704346
402103.3861,7507450.217,-9999,1500,1205.881592,71.2422028
404103.3861,7507450.217,-9999,1000,578.4281006,-213.5398865
406103.3861,7507450.217,-9999,707.1068115,957.6920776,-325.4198303
408103.3861,7507450.217,-9999,2549.509766,706.4750366,1136.223389
410103.3861,7507450.217,-9999,1118.033936,593.5683594,-27.4784184
412103.3861,7507450.217,-9999,707.1068115,662.1618042,455.5433044
414103.3861,7507450.217,-9999,2061.552734,1518.600342,-185.6000977
416103.3861,7507450.217,-9999,3201.562012,554.3405151,70.6273804
418103.3861,7507450.217,-9999,3201.562012,1490.734619,-111.7810516
420103.3861,7507450.217,-9999,2500,1071.865967,-336.4629211
422103.3861,7507450.217,-9999,1802.775635,1211.906128,-21.8998508
424103.3861,7507450.217,-9999,1000,893.4083862,-89.3776016
426103.3861,7507450.217,-9999,0,977.4785767,23.2654629
428103.3861,7507450.217,-9999,707.1068115,1391.807861,-131.3800354
430103.3861,7507450.217,-9999,2121.320313,1135.024414,617.1859741
432103.3861,7507450.217,-9999,3000,818.861084,-348.5219116
434103.3861,7507450.217,-9999,1000,1268.082275,-110.3194809
436103.3861,7507450.217,-9999,500,49.5870323,-347.9648438
438103.3861,7507450.217,-9999,1802.775635,7.3114171,-292.197998
440103.3861,7507450.217,-9999,500,200.5669861,-366.2681885
442103.3861,7507450.217,-9999,2061.552734,91.1346588,-245.779129
444103.3861,7507450.217,-9999,4031.128906,176.1603241,-65.9794922
446103.3861,7507450.217,-9999,6020.797363,-9.1004171,-438.5618591
448103.3861,7507450.217,-9999,5385.165039,-5.8495803,173.6266174
450103.3861,7507450.217,-9999,4609.772461,39.2642326,-219.3054047
452103.3861,7507450.217,-9999,4123.105469,-9.9421062,-228.1645508
454103.3861,7507450.217,-9999,2915.47583,1.6702238,-281.7868652
456103.3861,7507450.217,-9999,1118.033936,1.6540207,-224.5849304
458103.3861,7507450.217,-9999,0,88.1329117,-197.0187225
460103.3861,7507450.217,-9999,1581.138794,684.7411499,-35.6187439
462103.3861,7507450.217,-9999,500,214.8739777,-224.1121216
464103.3861,7507450.217,-9999,500,73.7742615,-301.6793213
466103.3861,7507450.217,-9999,500,6.4262953,-263.4138184
468103.3861,7507450.217,-9999,0,-133.7999878,-242.5700226
470103.3861,7507450.217,-9999,500,448.5067139,-476.1906433
472103.3861,7507450.217,-9999,1118.033936,1022.237549,-436.9623718
474103.3861,7507450.217,-9999,500,1076.670288,-341.1466675
476103.3861,7507450.217,-9999,0,1253.396484,-347.7918701
478103.3861,7507450.217,-9999,1414.213623,754.2266846,-374.112915
480103.3861,7507450.217,-9999,500,1038.164795,-647.1467896
482103.3861,7507450.217,-9999,1000,1420.201782,337.9653931
484103.3861,7507450.217,-9999,500,955.5764771,1582.260254
486103.3861,7507450.217,-9999,500,507.8937683,60.824028
488103.3861,7507450.217,-9999,1414.213623,1443.964356,159.2622223
354103.3861,7505450.217,-9999,1500,628.8093262,245.2748566
356103.3861,7505450.217,-9999,500,802.8344727,197.591507
358103.3861,7505450.217,-9999,1000,890.7225342,217.0149384
360103.3861,7505450.217,-9999,0,848.4366455,203.8034973
362103.3861,7505450.217,-9999,0,626.2787476,283.1250305
364103.3861,7505450.217,-9999,0,814.3215942,503.2342834
366103.3861,7505450.217,-9999,0,947.4933472,208.3739624
368103.3861,7505450.217,-9999,0,707.8738403,348.9414368
