X,Y,OCC_LABEL,DST_STRUCT,EM_APPRES,MAGNETIC
464103.3861,7595450.217,-9999,707.1068115,167.6045837,-134.4559784
466103.3861,7595450.217,-9999,1118.033936,1014.539856,-185.3912048
468103.3861,7595450.217,-9999,0,177.5027771,-218.1989441
470103.3861,7595450.217,-9999,0,34.0444069,-186.4339905
472103.3861,7595450.217,-9999,500,755.6542969,-180.7288208
474103.3861,7595450.217,-9999,1118.033936,634.1983032,31.1261654
476103.3861,7595450.217,-9999,2828.427246,592.3234253,-239.0209198
478103.3861,7595450.217,-9999,2236.067871,1014.269959,231.5285034
480103.3861,7595450.217,-9999,1414.213623,1198.954468,149.4131165
482103.3861,7595450.217,-9999,0,727.4504395,-214.6843872
484103.3861,7595450.217,-9999,1802.775635,379.6065369,-241.4584351
486103.3861,7595450.217,-9999,2000,1039.145508,-14.3429003
488103.3861,7595450.217,-9999,0,1343.975342,-86.1300583
324103.3861,7593450.217,-9999,6519.202637,838.2730713,-97.6675797
326103.3861,7593450.217,-9999,5315.072754,1091.136475,11.3802814
328103.3861,7593450.217,-9999,4272.001953,1602.395996,203.4075775
330103.3861,7593450.217,-9999,4000,886.305542,44.7947044
332103.3861,7593450.217,-9999,4472.135742,1022.844055,55.3033257
334103.3861,7593450.217,-9999,3807.886475,596.7801514,-8.1762085
336103.3861,7593450.217,-9999,2061.552734,725.3192139,167.7961121
338103.3861,7593450.217,-9999,500,427.4710693,160.4072418
340103.3861,7593450.217,-9999,1118.033936,532.8009033,-26.3590431
342103.3861,7593450.217,-9999,2828.427246,992.4262085,110.4485474
344103.3861,7593450.217,-9999,4472.135742,762.4927368,163.3052521
346103.3861,7593450.217,-9999,6184.658203,541.5350342,155.4093323
348103.3861,7593450.217,-9999,5315.072754,967.833313,255.5331268
350103.3861,7593450.217,-9999,4031.128906,619.0529175,36.7220039
352103.3861,7593450.217,-9999,3500,1137.791748,230.3455353
354103.3861,7593450.217,-9999,3807.886475,1010.048767,151.5459137
356103.3861,7593450.217,-9999,2500,899.7581177,-101.6189575
358103.3861,7593450.217,-9999,500,915.550415,41.242878
360103.3861,7593450.217,-9999,0,867.5559692,-128.0592957
362103.3861,7593450.217,-9999,1000,649.0621338,3.7245359
364103.3861,7593450.217,-9999,0,966.7565308,-139.5736847
366103.3861,7593450.217,-9999,707.1068115,290.3971863,-35.1981506
368103.3861,7593450.217,-9999,707.1068115,537.2335205,-83.525032
370103.3861,7593450.217,-9999,1118.033936,732.1277466,-86.3835373
372103.3861,7593450.217,-9999,0,981.6357422,-119.6999741
374103.3861,7593450.217,-9999,1000,844.7599487,-107.1459961
376103.3861,7593450.217,-9999,1581.138794,753.670105,-148.3121796
378103.3861,7593450.217,-9999,0,1187.739258,-104.4679108
380103.3861,7593450.217,-9999,1581.138794,990.1976318,-94.0039902
382103.3861,7593450.217,-9999,1118.033936,1334.902466,-84.9140854
384103.3861,7593450.217,-9999,0,1382.256592,-149.7271423
386103.3861,7593450.217,-9999,1118.033936,1323.341553,-128.8282166
388103.3861,7593450.217,-9999,2000,1371.989624,-125.4133606
390103.3861,7593450.217,-9999,0,1108.156372,-123.2371063
392103.3861,7593450.217,-9999,1500,363.2410889,-68.0597229
394103.3861,7593450.217,-9999,0,783.0228882,-95.2156143
396103.3861,7593450.217,-9999,2000,348.6242371,-20.3656902
398103.3861,7593450.217,-9999,2500,427.4483948,-38.6776657
400103.3861,7593450.217,-9999,1118.033936,462.2571106,-17.969883
402103.3861,7593450.217,-9999,0,624.2889404,-8.3840809
404103.3861,7593450.217,-9999,500,305.7726135,17.4790726
406103.3861,7593450.217,-9999,500,552.9436646,-4.6841388
408103.3861,7593450.217,-9999,0,1223.209351,-118.353653
410103.3861,7593450.217,-9999,500,719.3773804,-110.1874084
412103.3861,7593450.217,-9999,707.1068115,606.6161499,-136.8739777
414103.3861,7593450.217,-9999,2121.320313,1365.766113,-169.2969208
416103.3861,7593450.217,-9999,3201.562012,1014.08075,-51.2141647
418103.3861,7593450.217,-9999,1581.138794,327.0914307,-0.9595671
420103.3861,7593450.217,-9999,0,1041.319214,445.5800171
422103.3861,7593450.217,-9999,1118.033936,182.2759094,242.3570251
424103.3861,7593450.217,-9999,500,194.9189911,101.2742081
426103.3861,7593450.217,-9999,0,744.0177002,114.307045
428103.3861,7593450.217,-9999,500,1043.512695,-73.7209473
430103.3861,7593450.217,-9999,500,832.7646484,86.6451111
432103.3861,7593450.217,-9999,1414.213623,998.6964111,-121.6669159
434103.3861,7593450.217,-9999,0,32.3415718,-47.3373642
436103.3861,7593450.217,-9999,0,547.3568726,-65.7001114
438103.3861,7593450.217,-9999,0,44.0026283,-107.1933136
440103.3861,7593450.217,-9999,707.1068115,435.5829773,-99.6308289
442103.3861,7593450.217,-9999,707.1068115,734.9269409,-118.4393082
444103.3861,7593450.217,-9999,0,631.5467529,84.3579483
446103.3861,7593450.217,-9999,0,1227.305786,56.9165382
448103.3861,7593450.217,-9999,707.1068115,922.8616333,-61.9504471
450103.3861,7593450.217,-9999,500,1004.059021,-78.4569244
452103.3861,7593450.217,-9999,0,1098.676758,166.2337494
454103.3861,7593450.217,-9999,0,488.5082703,35.5730591
456103.3861,7593450.217,-9999,0,802.4759521,-62.9832611
458103.3861,7593450.217,-9999,1000,1209.893066,148.8350677
460103.3861,7593450.217,-9999,500,739.5603638,170.4256439
462103.3861,7593450.217,-9999,0,562.2927246,110.8966217
464103.3861,7593450.217,-9999,0,46.0856056,-36.365139
466103.3861,7593450.217,-9999,0,426.3278503,-139.0488586
468103.3861,7593450.217,-9999,0,272.1126709,-176.4949188
470103.3861,7593450.217,-9999,1000,11.9306812,-217.6703949
472103.3861,7593450.217,-9999,500,350.4251404,-187.8282318
474103.3861,7593450.217,-9999,2061.552734,851.6881714,-95.3910065
476103.3861,7593450.217,-9999,2121.320313,110.4628677,-45.1003838
478103.3861,7593450.217,-9999,707.1068115,1099.849609,274.2901917
480103.3861,7593450.217,-9999,500,1232.365356,194.004303
482103.3861,7593450.217,-9999,1000,435.00354,-109.3220367
484103.3861,7593450.217,-9999,2692.58252,449.8065796,-205.8525543
486103.3861,7593450.217,-9999,1118.033936,81.3785172,-232.443512
488103.3861,7593450.217,-9999,500,678.4785767,-100.6065903
330103.3861,7591450.217,-9999,6000,1135.105103,-57.9985847
332103.3861,7591450.217,-9999,6324.555176,495.2441711,42.9686661
334103.3861,7591450.217,-9999,4716.990723,772.4325562,226.7494965
336103.3861,7591450.217,-9999,2915.47583,502.4200134,191.7192841
338103.3861,7591450.217,-9999,1118.033936,1070.062256,184.9661865
340103.3861,7591450.217,-9999,0,636.1229248,-47.0179749
342103.3861,7591450.217,-9999,1802.775635,1009.920715,150.9931335
344103.3861,7591450.217,-9999,3640.054932,566.9963989,171.0562897
346103.3861,7591450.217,-9999,5590.169922,850.4858398,133.6114349
348103.3861,7591450.217,-9999,4272.001953,1168.58728,245.8259888
350103.3861,7591450.217,-9999,2500,554.7338867,10.031003
352103.3861,7591450.217,-9999,1500,919.0427246,107.4936752
354103.3861,7591450.217,-9999,2121.320313,995.8156738,140.991272
356103.3861,7591450.217,-9999,2915.47583,1194.279785,-106.9972076
358103.3861,7591450.217,-9999,1414.213623,688.2679443,-5.2233033
360103.3861,7591450.217,-9999,0,1227.549072,-126.3487396
362103.3861,7591450.217,-9999,0,1131.854736,-170.8569794
364103.3861,7591450.217,-9999,707.1068115,577.3695068,-73.5345001
366103.3861,7591450.217,-9999,500,619.0258179,-126.904335
368103.3861,7591450.217,-9999,0,771.3760376,-41.2204704
370103.3861,7591450.217,-9999,1000,850.9245605,-74.2920761
372103.3861,7591450.217,-9999,1118.033936,731.6559448,-104.2201538
374103.3861,7591450.217,-9999,1118.033936,932.1312866,-96.0232925
376103.3861,7591450.217,-9999,2500,911.0789185,-120.8120041
378103.3861,7591450.217,-9999,707.1068115,830.1085815,-83.1274719
380103.3861,7591450.217,-9999,707.1068115,609.8768311,-70.5718918
382103.3861,7591450.217,-9999,2500,520.6206055,-151.1553345
384103.3861,7591450.217,-9999,1414.213623,1335.631714,-146.9441223
386103.3861,7591450.217,-9999,0,1127.661865,-149.4208527
388103.3861,7591450.217,-9999,1414.213623,705.4039917,-150.920639
390103.3861,7591450.217,-9999,500,332.6950684,-99.7170334
392103.3861,7591450.217,-9999,1500,434.7477722,-82.47435
394103.3861,7591450.217,-9999,2000,905.7307739,-16.5452576
396103.3861,7591450.217,-9999,2828.427246,736.0515137,11.1762991
398103.3861,7591450.217,-9999,3905.124756,569.7182007,-15.8559752
400103.3861,7591450.217,-9999,2828.427246,1033.342407,11.9639225
402103.3861,7591450.217,-9999,1414.213623,436.2886963,4.74997
404103.3861,7591450.217,-9999,500,363.9422607,-0.9325581
406103.3861,7591450.217,-9999,707.1068115,822.6767578,-23.5918789
408103.3861,7591450.217,-9999,0,530.3916626,-62.6231613
410103.3861,7591450.217,-9999,0,482.6043396,-145.7098541
412103.3861,7591450.217,-9999,1802.775635,13.4864769,-220.7242889
414103.3861,7591450.217,-9999,3201.562012,483.0101318,-128.7275391
416103.3861,7591450.217,-9999,1802.775635,481.8302307,154.8598022
418103.3861,7591450.217,-9999,500,967.9904175,361.035675
420103.3861,7591450.217,-9999,707.1068115,128.3957977,141.0239258
422103.3861,7591450.217,-9999,2500,325.0470581,133.2929382
424103.3861,7591450.217,-9999,1802.775635,104.9295654,191.7812958
426103.3861,7591450.217,-9999,500,1103.588745,139.6443481
428103.3861,7591450.217,-9999,500,1120.910523,-18.2845039
430103.3861,7591450.217,-9999,707.1068115,1256.345825,-61.5721054
432103.3861,7591450.217,-9999,500,1335.07251,-137.6142883
434103.3861,7591450.217,-9999,500,106.7272415,-62.6913185
436103.3861,7591450.217,-9999,0,1361.539917,71.2017288
438103.3861,7591450.217,-9999,500,182.5884399,0.1325236
440103.3861,7591450.217,-9999,500,765.8051758,-91.679863
442103.3861,7591450.217,-9999,500,788.4405518,-85.1132355
444103.3861,7591450.217,-9999,500,387.5780334,131.3245544
446103.3861,7591450.217,-9999,500,874.2047119,-2.7393095
448103.3861,7591450.217,-9999,0,463.9256592,-75.8285294
450103.3861,7591450.217,-9999,500,980.8515625,17.0062599
452103.3861,7591450.217,-9999,1000,585.4492798,-55.022953
454103.3861,7591450.217,-9999,707.1068115,678.7463989,-159.2969818
456103.3861,7591450.217,-9999,0,987.1714478,-4.5781622
458103.3861,7591450.217,-9999,0,376.7278442,84.0987244
460103.3861,7591450.217,-9999,500,871.5691528,-125.5522308
462103.3861,7591450.217,-9999,0,858.7103271,242.9780426
464103.3861,7591450.217,-9999,500,742.3687744,317.5779724
466103.3861,7591450.217,-9999,0,240.7806396,97.4094696
468103.3861,7591450.217,-9999,500,238.1892548,-45.7581139
470103.3861,7591450.217,-9999,0,61.2086105,-167.4140015
472103.3861,7591450.217,-9999,0,36.3764381,-186.5948486
474103.3861,7591450.217,-9999,2000,195.5705414,-209.4063416
476103.3861,7591450.217,-9999,707.1068115,691.925354,-149.6619568
478103.3861,7591450.217,-9999,500,94.4173279,-172.0914154
480103.3861,7591450.217,-9999,0,371.12677,380.936615
482103.3861,7591450.217,-9999,1581.138794,939.4251709,115.0776291
484103.3861,7591450.217,-9999,2500,742.6015625,-58.6579475
486103.3861,7591450.217,-9999,500,87.0004425,-141.5631409
488103.3861,7591450.217,-9999,1000,387.8561401,-115.2464752
330103.3861,7589450.217,-9999,8000,436.9988403,63.8055305
332103.3861,7589450.217,-9999,7382.411621,1403.23169,-69.9748535
334103.3861,7589450.217,-9999,5590.169922,540.2852173,266.3877869
336103.3861,7589450.217,-9999,3905.124756,282.650177,-88.5458374
338103.3861,7589450.217,-9999,2236.067871,357.3824158,189.4586029
340103.3861,7589450.217,-9999,500,1024.214233,227.226944
342103.3861,7589450.217,-9999,1414.213623,860.7138672,161.1373749
344103.3861,7589450.217,-9999,3162.277588,933.6864014,16.7166843
346103.3861,7589450.217,-9999,5099.019531,472.4491577,523.4526978
348103.3861,7589450.217,-9999,3535.533936,893.9520874,253.4010162
350103.3861,7589450.217,-9999,1581.138794,377.9617615,74.3918457
352103.3861,7589450.217,-9999,0,757.4432373,60.2750435
354103.3861,7589450.217,-9999,1581.138794,822.4298706,308.1989441
356103.3861,7589450.217,-9999,2549.509766,1109.169922,-29.2456779
358103.3861,7589450.217,-9999,707.1068115,1001.427979,-42.2671356
360103.3861,7589450.217,-9999,707.1068115,1065.562988,239.0103455
362103.3861,7589450.217,-9999,500,935.7717285,127.5027924
364103.3861,7589450.217,-9999,0,764.3284302,-257.6325989
366103.3861,7589450.217,-9999,1000,477.7709351,-116.4701004
368103.3861,7589450.217,-9999,500,1093.197998,-171.6382904
370103.3861,7589450.217,-9999,1000,1108.32251,-182.9453278
372103.3861,7589450.217,-9999,1414.213623,1262.21521,-97.3550644
374103.3861,7589450.217,-9999,2692.58252,942.8721313,-105.8539429
376103.3861,7589450.217,-9999,2692.58252,641.3521118,-123.0307007
378103.3861,7589450.217,-9999,1500,1087.262085,-154.5811005
380103.3861,7589450.217,-9999,500,1012.400757,-119.4380341
382103.3861,7589450.217,-9999,2061.552734,847.6410522,-119.5386276
384103.3861,7589450.217,-9999,2500,592.9702148,-119.0282211
386103.3861,7589450.217,-9999,1118.033936,540.0253296,-151.3329773
388103.3861,7589450.217,-9999,707.1068115,1078.970093,-106.6796341
390103.3861,7589450.217,-9999,707.1068115,1003.789612,-117.5064011
392103.3861,7589450.217,-9999,1000,579.1271973,-53.3332787
394103.3861,7589450.217,-9999,3000,1134.173462,8.0268621
396103.3861,7589450.217,-9999,4472.135742,1368.728516,-35.9593239
398103.3861,7589450.217,-9999,4242.640625,1029.71228,-34.1864967
400103.3861,7589450.217,-9999,3162.277588,815.7185059,-31.060194
402103.3861,7589450.217,-9999,2061.552734,1192.283203,-32.8602257
404103.3861,7589450.217,-9999,1414.213623,543.5302124,-54.2682495
406103.3861,7589450.217,-9999,707.1068115,1009.986633,-30.8254395
408103.3861,7589450.217,-9999,500,911.5776367,-55.8742943
410103.3861,7589450.217,-9999,0,91.9666901,26.5051136
412103.3861,7589450.217,-9999,500,485.0871582,-179.5752106
414103.3861,7589450.217,-9999,1802.775635,563.3117676,85.6636581
416103.3861,7589450.217,-9999,500,1348.742676,295.4014282
418103.3861,7589450.217,-9999,707.1068115,301.6125793,72.6624374
420103.3861,7589450.217,-9999,2121.320313,544.6046143,-24.8328724
422103.3861,7589450.217,-9999,3535.533936,677.2720947,15.5563421
424103.3861,7589450.217,-9999,3201.562012,1180.810181,173.8068085
426103.3861,7589450.217,-9999,1802.775635,1091.166504,124.6256409
428103.3861,7589450.217,-9999,500,989.8032837,-2.4064782
430103.3861,7589450.217,-9999,707.1068115,658.6551514,-42.357151
432103.3861,7589450.217,-9999,0,1238.079834,-91.209259
434103.3861,7589450.217,-9999,0,85.9737244,-104.3712769
436103.3861,7589450.217,-9999,1118.033936,1087.584106,30.1754246
438103.3861,7589450.217,-9999,0,912.850769,-74.363945
440103.3861,7589450.217,-9999,707.1068115,351.4739075,-74.9203415
442103.3861,7589450.217,-9999,0,577.3029175,-29.6786709
444103.3861,7589450.217,-9999,1118.033936,-9.9347324,16.7454681
446103.3861,7589450.217,-9999,0,736.1161499,104.9286575
448103.3861,7589450.217,-9999,500,309.8442078,221.4892426
450103.3861,7589450.217,-9999,500,638.6965942,-63.9046173
452103.3861,7589450.217,-9999,1414.213623,451.0664978,-34.4407387
454103.3861,7589450.217,-9999,0,713.4778442,-85.5865402
456103.3861,7589450.217,-9999,0,294.3190308,-30.039341
458103.3861,7589450.217,-9999,707.1068115,991.7437744,316.2845154
460103.3861,7589450.217,-9999,707.1068115,1115.743042,12.591156
462103.3861,7589450.217,-9999,0,997.6255493,156.1080322
464103.3861,7589450.217,-9999,500,822.0140381,-52.4649124
466103.3861,7589450.217,-9999,1581.138794,742.8172607,515.548645
468103.3861,7589450.217,-9999,707.1068115,723.2176514,244.8314819
470103.3861,7589450.217,-9999,500,7.3370914,58.9824142
472103.3861,7589450.217,-9999,500,199.038269,-144.9221649
474103.3861,7589450.217,-9999,1118.033936,58.014698,-197.4930573
476103.3861,7589450.217,-9999,0,249.7779999,-239.0167542
478103.3861,7589450.217,-9999,500,670.6974487,-39.1097145
480103.3861,7589450.217,-9999,707.1068115,237.9707947,-88.0611343
482103.3861,7589450.217,-9999,2500,916.1331787,-270.4756775
484103.3861,7589450.217,-9999,2000,455.469635,-64.1042099
486103.3861,7589450.217,-9999,0,804.3590698,-33.9113312
488103.3861,7589450.217,-9999,1581.138794,589.0333862,-103.3650818
332103.3861,7587450.217,-9999,8321.658203,269.3912048,-41.6971855
334103.3861,7587450.217,-9999,6576.473145,861.6165161,4.0261335
336103.3861,7587450.217,-9999,4609.772461,1400.400635,-109.8254852
338103.3861,7587450.217,-9999,2692.58252,336.8947144,95.3943481
340103.3861,7587450.217,-9999,1000,666.9212036,266.6416321
342103.3861,7587450.217,-9999,707.1068115,733.3950806,-95.66716
344103.3861,7587450.217,-9999,2549.509766,1102.954224,439.5250854
346103.3861,7587450.217,-9999,4527.692383,561.0853882,344.4795227
348103.3861,7587450.217,-9999,2915.47583,695.7419434,215.8600159
350103.3861,7587450.217,-9999,1000,385.9244995,59.9466972
352103.3861,7587450.217,-9999,500,1231.095337,346.1543884
354103.3861,7587450.217,-9999,2500,1249.724487,311.1392822
356103.3861,7587450.217,-9999,3354.102051,1082.537231,241.7728119
358103.3861,7587450.217,-9999,1500,899.307373,-3.3168652
360103.3861,7587450.217,-9999,500,1214.705078,215.9527893
362103.3861,7587450.217,-9999,0,1232.145142,-174.1275635
364103.3861,7587450.217,-9999,707.1068115,777.4473267,224.1711273
366103.3861,7587450.217,-9999,707.1068115,819.59375,-270.3469849
368103.3861,7587450.217,-9999,2236.067871,1014.157593,-217.1141815
370103.3861,7587450.217,-9999,1802.775635,1124.34668,-161.2846222
372103.3861,7587450.217,-9999,500,862.9478149,-150.6334381
374103.3861,7587450.217,-9999,1414.213623,1284.680054,-176.7434998
376103.3861,7587450.217,-9999,1118.033936,648.4549561,-162.9832306
378103.3861,7587450.217,-9999,0,830.833252,-133.5802765
380103.3861,7587450.217,-9999,0,572.0583496,-113.2008667
382103.3861,7587450.217,-9999,1500,1550.329224,-117.6282196
384103.3861,7587450.217,-9999,3500,1038.892578,-98.5578003
386103.3861,7587450.217,-9999,2500,892.7078247,-145.7250061
388103.3861,7587450.217,-9999,2061.552734,1069.840942,-147.8231812
390103.3861,7587450.217,-9999,1414.213623,1346.637085,-98.3195114
392103.3861,7587450.217,-9999,1414.213623,1377.56958,-75.879097
394103.3861,7587450.217,-9999,3162.277588,595.1814575,-80.2738419
396103.3861,7587450.217,-9999,3605.55127,1134.385498,-71.8256149
398103.3861,7587450.217,-9999,2500,1217.134399,-42.837162
400103.3861,7587450.217,-9999,1414.213623,969.0148315,-66.9574432
402103.3861,7587450.217,-9999,500,621.9447632,-52.9586487
404103.3861,7587450.217,-9999,500,1627.571045,-75.0541611
406103.3861,7587450.217,-9999,1000,587.0111694,-77.2704849
408103.3861,7587450.217,-9999,707.1068115,1247.728027,-48.3596077
410103.3861,7587450.217,-9999,0,903.2969971,-89.5217361
412103.3861,7587450.217,-9999,0,79.2754974,-351.3355103
414103.3861,7587450.217,-9999,707.1068115,428.9367676,540.4699097
416103.3861,7587450.217,-9999,500,226.7720337,31.5798588
418103.3861,7587450.217,-9999,2061.552734,212.4965668,9.7803888
420103.3861,7587450.217,-9999,3535.533936,456.239624,-76.6157837
422103.3861,7587450.217,-9999,4949.747559,79.8487778,76.3024673
424103.3861,7587450.217,-9999,4609.772461,810.9577026,21.6457138
426103.3861,7587450.217,-9999,3201.562012,720.4228516,53.092411
428103.3861,7587450.217,-9999,1802.775635,788.1779175,21.6124287
430103.3861,7587450.217,-9999,500,574.7536011,-58.3305206
432103.3861,7587450.217,-9999,0,685.8336182,-67.7036667
434103.3861,7587450.217,-9999,0,251.0861969,-74.4656601
436103.3861,7587450.217,-9999,500,917.0264282,53.3580742
438103.3861,7587450.217,-9999,707.1068115,492.2860413,100.019371
440103.3861,7587450.217,-9999,500,197.5796356,-39.8420486
442103.3861,7587450.217,-9999,1414.213623,639.381958,-109.0187607
444103.3861,7587450.217,-9999,0,465.769928,-74.8088303
446103.3861,7587450.217,-9999,707.1068115,382.8658752,516.0424194
448103.3861,7587450.217,-9999,500,527.4666138,56.1463318
450103.3861,7587450.217,-9999,0,939.7400513,-9.1104927
452103.3861,7587450.217,-9999,1000,516.8683472,-85.8234863
454103.3861,7587450.217,-9999,500,719.05896,-116.8631744
456103.3861,7587450.217,-9999,500,600.5245972,-89.3741989
458103.3861,7587450.217,-9999,500,1591.581177,-103.61409
460103.3861,7587450.217,-9999,500,789.6533813,26.1691322
462103.3861,7587450.217,-9999,500,725.0059204,-41.0554962
464103.3861,7587450.217,-9999,1581.138794,1072.689087,56.9528465
466103.3861,7587450.217,-9999,500,1057.329712,190.3056183
468103.3861,7587450.217,-9999,0,1108.494995,32.8659973
470103.3861,7587450.217,-9999,0,1084.033814,409.6820068
472103.3861,7587450.217,-9999,0,-19.0260925,25.4145508
474103.3861,7587450.217,-9999,0,2.4062157,-83.7255936
476103.3861,7587450.217,-9999,500,57.5209579,-276.5426025
478103.3861,7587450.217,-9999,707.1068115,191.6611176,-290.5500793
480103.3861,7587450.217,-9999,2000,239.8569641,-237.9695587
482103.3861,7587450.217,-9999,2236.067871,617.0465088,-161.8922577
484103.3861,7587450.217,-9999,2500,613.6245117,-101.1314468
486103.3861,7587450.217,-9999,1500,709.9769897,-96.0772247
488103.3861,7587450.217,-9999,2500,752.4464722,-162.6395264
336103.3861,7585450.217,-9999,5220.15332,847.9175415,19.8297501
338103.3861,7585450.217,-9999,3354.102051,882.3106689,225.4021606
340103.3861,7585450.217,-9999,1500,1178.138306,180.4886627
342103.3861,7585450.217,-9999,500,566.2398071,383.0166321
344103.3861,7585450.217,-9999,2500,447.9459229,292.4226685
346103.3861,7585450.217,-9999,4123.105469,964.022522,492.4379883
348103.3861,7585450.217,-9999,2236.067871,708.9851074,396.8401489
350103.3861,7585450.217,-9999,500,475.5803528,120.3433075
352103.3861,7585450.217,-9999,1118.033936,492.9815063,122.1983337
354103.3861,7585450.217,-9999,3041.381348,1146.491699,289.6984863
356103.3861,7585450.217,-9999,2828.427246,939.4176025,32.1414986
358103.3861,7585450.217,-9999,1581.138794,1072.484131,135.3913269
360103.3861,7585450.217,-9999,0,579.8743896,357.9702454
362103.3861,7585450.217,-9999,707.1068115,1063.812988,-327.4121094
364103.3861,7585450.217,-9999,500,827.0497437,-283.6585693
366103.3861,7585450.217,-9999,0,1090.208618,-343.5572815
368103.3861,7585450.217,-9999,1118.033936,927.6998901,-129.3324738
370103.3861,7585450.217,-9999,1500,535.2214355,-105.5202332
372103.3861,7585450.217,-9999,0,889.6881104,-227.1102142
374103.3861,7585450.217,-9999,500,1177.182007,-180.3459015
376103.3861,7585450.217,-9999,0,712.1530151,-169.2918549
