id,x,y,AEM_Re,AEM_ReIm,AM_DGRF
897,467060.20816556,6944425.37020463,27.592699,0.133604,140.703003
898,467560.20816556,6944425.37020463,-23.8312,-0.193595,243.929993
899,468060.20816556,6944425.37020463,-10.1824,-0.03586,244.085999
900,468560.20816556,6944425.37020463,68.426498,0.113725,-124.847
901,461060.20816556,6943925.37020463,1386.469971,2.62584,-47.0592
902,461560.20816556,6943925.37020463,41.561199,0.120441,-117.141998
903,462060.20816556,6943925.37020463,78.115997,0.10823,-193.798996
904,462560.20816556,6943925.37020463,62.678501,0.577553,-104.657997
905,463060.20816556,6943925.37020463,190.481003,0.379769,413.609009
906,463560.20816556,6943925.37020463,398.795013,0.956061,576.987
907,464060.20816556,6943925.37020463,46.3638,0.189593,492.743011
908,464560.20816556,6943925.37020463,35.569599,0.386966,308.414001
909,465060.20816556,6943925.37020463,39.155602,0.74026,140.052994
910,465560.20816556,6943925.37020463,29.6747,0.148374,130.718002
911,466060.20816556,6943925.37020463,52.523998,0.144507,250.625
912,466560.20816556,6943925.37020463,154.143997,0.233768,465.39801
913,467060.20816556,6943925.37020463,-108.199997,-0.302485,277.795013
914,467560.20816556,6943925.37020463,7.3313,0.026838,482.243988
915,468060.20816556,6943925.37020463,36.6768,0.084167,72.883598
916,468560.20816556,6943925.37020463,-14.4909,-0.169479,-110.896004
917,461060.20816556,6943425.37020463,198.003998,0.512936,-79.560501
918,461560.20816556,6943425.37020463,15.3734,0.038034,-116.004997
919,462060.20816556,6943425.37020463,-4.79618,-0.055383,-35.019001
920,462560.20816556,6943425.37020463,37.973801,0.307064,-199.692993
921,463060.20816556,6943425.37020463,27.2124,0.4821,141.908997
922,463560.20816556,6943425.37020463,-18.699301,-0.140979,591.525024
923,464060.20816556,6943425.37020463,87.087799,0.344469,288.505005
924,464560.20816556,6943425.37020463,55.330002,0.426391,227.843994
925,465060.20816556,6943425.37020463,89.893799,0.397559,262.542999
926,465560.20816556,6943425.37020463,94.044701,0.167513,361.372009
927,466060.20816556,6943425.37020463,251.690994,0.666104,402.799011
928,466560.20816556,6943425.37020463,-69.726303,-0.205065,505.235992
929,467060.20816556,6943425.37020463,4.30335,0.038244,518.390991
930,467560.20816556,6943425.37020463,-16.8016,-0.16522,462.988007
931,468060.20816556,6943425.37020463,19.4793,0.037463,74.907303
932,468560.20816556,6943425.37020463,27.9272,0.0784,137.914001
933,461060.20816556,6942925.37020463,79.093201,0.134581,22.536501
934,461560.20816556,6942925.37020463,21.497499,0.106808,-87.793198
935,462060.20816556,6942925.37020463,141.151993,0.611731,-51.765701
936,462560.20816556,6942925.37020463,24.4888,0.522255,-112.550003
937,463060.20816556,6942925.37020463,30.289101,0.227796,-174.233002
938,463560.20816556,6942925.37020463,9.90946,-0.562333,-5.93693
939,464060.20816556,6942925.37020463,19.6903,3.10811,126.980003
940,464560.20816556,6942925.37020463,72.353996,0.515515,185.546997
941,465060.20816556,6942925.37020463,28.0504,0.177988,295.920013
942,465560.20816556,6942925.37020463,4.47817,0.016006,269.789001
943,466060.20816556,6942925.37020463,-56.4324,-0.536783,334.865997
944,466560.20816556,6942925.37020463,33.822399,0.13979,443.174988
945,467060.20816556,6942925.37020463,0.360839,-0.032022,581.794006
946,467560.20816556,6942925.37020463,44.427898,0.412417,357.170013
947,468060.20816556,6942925.37020463,27.679501,0.089954,255.671005
948,468560.20816556,6942925.37020463,79.505203,0.152242,237.352005
949,461060.20816556,6942425.37020463,14.0221,0.010708,29.5709
950,461560.20816556,6942425.37020463,22.8573,0.058334,-45.152802
951,462060.20816556,6942425.37020463,21.795099,0.051195,-81.182297
952,462560.20816556,6942425.37020463,4.9883,0.138289,-115.470001
953,463060.20816556,6942425.37020463,-137.158997,-5.16397,-27.1688
954,463560.20816556,6942425.37020463,-5.95122,-0.093067,106.115997
955,464060.20816556,6942425.37020463,31.2059,0.1344,307.57901
956,464560.20816556,6942425.37020463,45.356499,0.218503,296.227997
957,465060.20816556,6942425.37020463,38.367199,0.204713,147.690994
958,465560.20816556,6942425.37020463,1.04559,-0.007029,399.196014
959,466060.20816556,6942425.37020463,-29.314199,-0.252372,460.730011
960,466560.20816556,6942425.37020463,81.327599,0.28798,489.100006
961,467060.20816556,6942425.37020463,-68.379097,-0.316442,560.908997
962,467560.20816556,6942425.37020463,-3.08661,-0.030569,272.494995
963,468060.20816556,6942425.37020463,3.50556,0.041578,359.165009
964,468560.20816556,6942425.37020463,-0.371698,-0.012138,316.401001
965,461060.20816556,6941925.37020463,128.820007,0.156826,23.0228
966,461560.20816556,6941925.37020463,86.597504,0.163352,-15.2812
967,462060.20816556,6941925.37020463,1.01784,0.018501,-73.738403
968,462560.20816556,6941925.37020463,6.8022,0.052611,-29.8323
969,463060.20816556,6941925.37020463,19.353901,0.172861,219.520004
970,463560.20816556,6941925.37020463,45.248001,0.116998,485.151001
971,464060.20816556,6941925.37020463,54.8442,0.141341,291.056
972,464560.20816556,6941925.37020463,27.6019,0.102691,300.869995
973,465060.20816556,6941925.37020463,15.0048,0.075101,432.507996
974,465560.20816556,6941925.37020463,-36.546299,-0.66523,350.497986
975,466060.20816556,6941925.37020463,-45.144402,-1.3055,457.119995
976,466560.20816556,6941925.37020463,-0.652918,0.002759,535.955017
977,467060.20816556,6941925.37020463,-14.6806,-0.397068,491.608002
978,467560.20816556,6941925.37020463,-24.063101,-0.049327,384.661987
979,468060.20816556,6941925.37020463,24.685101,0.192577,394.136993
980,468560.20816556,6941925.37020463,-42.800301,-0.52088,441.899994
981,461060.20816556,6941425.37020463,75.349403,0.106218,48.956501
982,461560.20816556,6941425.37020463,-23.436001,-0.090502,-9.48233
983,462060.20816556,6941425.37020463,-3.012,-0.040119,-46.256302
984,462560.20816556,6941425.37020463,197.455994,0.399662,45.682598
985,463060.20816556,6941425.37020463,62.045898,0.130809,7.84585
986,463560.20816556,6941425.37020463,31.2906,0.060538,318.622986
987,464060.20816556,6941425.37020463,61.741901,0.140948,177.992004
988,464560.20816556,6941425.37020463,22.290701,0.080209,349.25
989,465060.20816556,6941425.37020463,-46.173,-0.574863,529.448975
990,465560.20816556,6941425.37020463,-48.925999,-0.368212,478.792999
991,466060.20816556,6941425.37020463,-26.9774,-0.228338,585.241028
992,466560.20816556,6941425.37020463,-24.6539,-0.241357,653.940002
993,467060.20816556,6941425.37020463,116.843002,0.402464,392.878998
994,467560.20816556,6941425.37020463,-11.7102,-0.12815,279.856995
995,468060.20816556,6941425.37020463,10.852,0.155938,221.240997
996,468560.20816556,6941425.37020463,-33.388199,-1.15741,394.257996
997,461060.20816556,6940925.37020463,115.464996,0.116316,51.924801
998,461560.20816556,6940925.37020463,54.9254,0.113009,5.14056
999,462060.20816556,6940925.37020463,8.78347,0.01172,-74.2192
1000,462560.20816556,6940925.37020463,-4.94375,-0.079334,55.708801
1001,463060.20816556,6940925.37020463,18.166901,0.035762,-88.208504
1002,463560.20816556,6940925.37020463,26.695,0.08599,42.562599
1003,464060.20816556,6940925.37020463,38.297199,0.101933,225.468002
1004,464560.20816556,6940925.37020463,47.069401,0.095488,331.830994
1005,465060.20816556,6940925.37020463,18.9587,0.238092,511.118011
1006,465560.20816556,6940925.37020463,47.9137,0.25741,450.154999
1007,466060.20816556,6940925.37020463,-68.6875,-0.48118,639.296997
1008,466560.20816556,6940925.37020463,-11.0494,-0.074768,549.960022
1009,467060.20816556,6940925.37020463,11.1367,0.058997,248.714005
1010,467560.20816556,6940925.37020463,-4.86742,-0.097125,207.751999
1011,468060.20816556,6940925.37020463,-43.0214,-0.75926,317.540985
1012,468560.20816556,6940925.37020463,-40.990898,-0.771689,425.270996
1013,461060.20816556,6940425.37020463,26.137199,0.130076,-10.4898
1014,461560.20816556,6940425.37020463,0.305882,0.021559,124.615997
1015,462060.20816556,6940425.37020463,-2.27289,0.104502,71.587196
1016,462560.20816556,6940425.37020463,-19.651501,-0.268046,83.9832
1017,463060.20816556,6940425.37020463,33.491199,0.516792,158.528
1018,463560.20816556,6940425.37020463,-12.0298,-0.052108,211.207001
1019,464060.20816556,6940425.37020463,-7.75307,-0.031492,433.480988
1020,464560.20816556,6940425.37020463,47.912102,0.354475,379.32901
1021,465060.20816556,6940425.37020463,51.887402,0.364136,456.753998
1022,465560.20816556,6940425.37020463,-5.12534,-0.010548,528.856018
1023,466060.20816556,6940425.37020463,135.938995,0.414101,681.882996
1024,466560.20816556,6940425.37020463,216.518005,0.570849,268.997009
1025,467060.20816556,6940425.37020463,-20.910101,-0.171148,176.089996
1026,467560.20816556,6940425.37020463,-19.0881,-0.388125,302.364014
1027,468060.20816556,6940425.37020463,-40.982601,-0.633485,250.664001
1028,468560.20816556,6940425.37020463,-130.675003,-2.28041,225.352005
1029,461060.20816556,6939925.37020463,-187.904999,-1.03133,320.640991
1030,461560.20816556,6939925.37020463,-75.081802,-0.24052,108.813004
1031,462060.20816556,6939925.37020463,7.25262,-0.025394,163.074997
1032,462560.20816556,6939925.37020463,61.923801,0.383589,271.489014
1033,463060.20816556,6939925.37020463,-29.472799,2.78316,279.48999
1034,463560.20816556,6939925.37020463,4.98631,0.023663,298.328003
1035,464060.20816556,6939925.37020463,-49.1129,-1.45884,499.545013
1036,464560.20816556,6939925.37020463,21.0557,0.123518,484.51001
1037,465060.20816556,6939925.37020463,21.192301,0.251363,565.937988
1038,465560.20816556,6939925.37020463,1.70891,0.018481,555.29303
1039,466060.20816556,6939925.37020463,17.371401,0.047612,376.013
1040,466560.20816556,6939925.37020463,99.999298,0.208423,145.615005
1041,467060.20816556,6939925.37020463,21.839899,0.701143,33.8517
1042,467560.20816556,6939925.37020463,11.3034,0.125304,-25.57
1043,468060.20816556,6939925.37020463,36.0667,3.61395,-39.354401
1044,468560.20816556,6939925.37020463,6.45958,0.345929,-6.02991
1045,461060.20816556,6939425.37020463,-32.912498,-0.130777,292.940002
1046,461560.20816556,6939425.37020463,101.026001,0.12685,176.457001
1047,462060.20816556,6939425.37020463,37.938099,0.06551,319.007996
1048,462560.20816556,6939425.37020463,-7.97676,-0.025166,319.915985
1049,463060.20816556,6939425.37020463,29.045401,0.058334,291.894989
1050,463560.20816556,6939425.37020463,8.74086,0.043481,460.036987
1051,464060.20816556,6939425.37020463,28.102501,0.084149,434.071991
1052,464560.20816556,6939425.37020463,69.274002,0.3397,521.632996
1053,465060.20816556,6939425.37020463,14.2613,0.112071,608.445984
1054,465560.20816556,6939425.37020463,49.1143,0.392107,364.432007
1055,466060.20816556,6939425.37020463,30.695601,0.449579,253.003998
1056,466560.20816556,6939425.37020463,21.371401,0.829364,93.196098
1057,467060.20816556,6939425.37020463,49.065899,0.769971,51.995899
1058,467560.20816556,6939425.37020463,-1.56718,-0.017241,59.251202
1059,468060.20816556,6939425.37020463,10.3539,0.281375,116.956001
1060,468560.20816556,6939425.37020463,29.218399,0.207658,116.703003
1061,461060.20816556,6938925.37020463,32.942001,0.097301,270.434998
1062,461560.20816556,6938925.37020463,-10.891,-0.040101,264.675995
1063,462060.20816556,6938925.37020463,-75.024696,-0.205363,377.013
1064,462560.20816556,6938925.37020463,98.277,0.149895,264.35199
1065,463060.20816556,6938925.37020463,89.255203,0.3277,357.346008
1066,463560.20816556,6938925.37020463,49.407501,0.164164,260.733002
1067,464060.20816556,6938925.37020463,202.578995,0.199662,196.503006
1068,464560.20816556,6938925.37020463,122.627998,0.271636,275.131989
1069,465060.20816556,6938925.37020463,147.802002,0.461272,324.209991
1070,465560.20816556,6938925.37020463,81.794601,0.597896,242.977005
1071,466060.20816556,6938925.37020463,46.731701,0.354747,146.242004
1072,466560.20816556,6938925.37020463,44.610699,0.481554,114.309998
1073,467060.20816556,6938925.37020463,28.945801,0.251997,92.785301
1074,467560.20816556,6938925.37020463,50.861,0.82476,182.817001
1075,468060.20816556,6938925.37020463,-5.28935,-0.014756,312.052002
1076,468560.20816556,6938925.37020463,25.434799,0.295749,55.4767
1077,461060.20816556,6938425.37020463,162.307999,0.490757,291.390991
1078,461560.20816556,6938425.37020463,-20.053301,-0.065734,377.252991
1079,462060.20816556,6938425.37020463,32.6394,0.058437,291.945007
1080,462560.20816556,6938425.37020463,117.980003,0.130136,239.746994
1081,463060.20816556,6938425.37020463,96.440201,0.207195,168.248001
1082,463560.20816556,6938425.37020463,253.651993,0.516597,144.033005
1083,464060.20816556,6938425.37020463,123.192001,0.137176,166.585999
1084,464560.20816556,6938425.37020463,84.070503,0.24332,243.412003
1085,465060.20816556,6938425.37020463,96.197502,0.289537,171.503006
1086,465560.20816556,6938425.37020463,51.250999,0.282808,217.764999
1087,466060.20816556,6938425.37020463,104.042999,0.350765,174.072998
1088,466560.20816556,6938425.37020463,65.801102,0.460389,132.432007
1089,467060.20816556,6938425.37020463,34.3545,2.12553,96.778503
1090,467560.20816556,6938425.37020463,22.3468,1.0414,127.891998
1091,468060.20816556,6938425.37020463,13.3595,6.0326,66.552803
1092,468560.20816556,6938425.37020463,154.371002,1.13954,73.404602
1093,461060.20816556,6937925.37020463,91.430099,0.257777,122.514999
1094,461560.20816556,6937925.37020463,28.442101,0.080202,129.110992
1095,462060.20816556,6937925.37020463,85.141197,0.180104,175.686996
1096,462560.20816556,6937925.37020463,113.980003,0.158697,142.309006
1097,463060.20816556,6937925.37020463,137.115005,0.185281,228.070007
1098,463560.20816556,6937925.37020463,63.039902,0.196905,259.714996
1099,464060.20816556,6937925.37020463,56.501499,0.199255,207.820999
1100,464560.20816556,6937925.37020463,51.2402,0.293234,204.858002
1101,465060.20816556,6937925.37020463,116.581001,0.995717,189.639999
1102,465560.20816556,6937925.37020463,21.548401,0.42705,177.910995
1103,466060.20816556,6937925.37020463,37.801498,3.16949,76.905197
1104,466560.20816556,6937925.37020463,25.631201,0.954061,76.115097
1105,467060.20816556,6937925.37020463,43.034199,1.09667,25.5413
1106,467560.20816556,6937925.37020463,9.42305,0.796072,32.986301
1107,468060.20816556,6937925.37020463,28.4729,0.953364,18.8738
1108,468560.20816556,6937925.37020463,69.352303,1.32431,31.9884
1109,461060.20816556,6937425.37020463,11.8362,0.051917,243.322998
1110,461560.20816556,6937425.37020463,227.876007,0.355861,148.014008
1111,462060.20816556,6937425.37020463,169.794998,0.240278,136.468002
1112,462560.20816556,6937425.37020463,348.838013,0.246199,127.898003
1113,463060.20816556,6937425.37020463,233.589996,0.249557,147.707001
1114,463560.20816556,6937425.37020463,190.300995,0.199167,124.149002
1115,464060.20816556,6937425.37020463,63.202599,0.276804,111.862999
1116,464560.20816556,6937425.37020463,61.986301,0.314337,86.556702
1117,465060.20816556,6937425.37020463,61.570499,-5.39356,71.6782
1118,465560.20816556,6937425.37020463,25.325399,0.735137,80.832703
1119,466060.20816556,6937425.37020463,-11.1944,-0.155459,103.670998
1120,466560.20816556,6937425.37020463,-1.1635,-0.06071,150.621994
1121,467060.20816556,6937425.37020463,-26.4156,-0.376385,207.716003
1122,467560.20816556,6937425.37020463,-3.50293,-0.101407,196.729996
1123,468060.20816556,6937425.37020463,-33.096401,-0.334204,234.341003
1124,468560.20816556,6937425.37020463,35.0191,0.827694,156.671005
1125,461060.20816556,6936925.37020463,128.888,0.533926,129.072998
1126,461560.20816556,6936925.37020463,68.497902,0.215903,124.094002
1127,462060.20816556,6936925.37020463,176.360992,0.202543,91.676399
1128,462560.20816556,6936925.37020463,183.041,0.338575,108.079002
1129,463060.20816556,6936925.37020463,188.492996,0.26784,97.045601
1130,463560.20816556,6936925.37020463,170.720001,0.195229,104.745003
1131,464060.20816556,6936925.37020463,142.526001,0.209579,80.175102
1132,464560.20816556,6936925.37020463,53.4888,0.845283,105.839996
1133,465060.20816556,6936925.37020463,25.439501,0.362617,250.936996
1134,465560.20816556,6936925.37020463,-101.600998,-1.01381,321.604004
1135,466060.20816556,6936925.37020463,-64.0494,-3.83576,356.552002
1136,466560.20816556,6936925.37020463,-34.122501,-1.16353,333.5
1137,467060.20816556,6936925.37020463,-97.091904,-1.58674,252.300995
1138,467560.20816556,6936925.37020463,-2.81754,0.004599,288.817993
1139,468060.20816556,6936925.37020463,23.1078,0.281757,262.204987
1140,468560.20816556,6936925.37020463,-56.576698,-1.16679,416.118988
1141,461060.20816556,6936425.37020463,-14.2477,-0.625336,208.903
1142,461560.20816556,6936425.37020463,20.487101,0.090579,124.475998
1143,462060.20816556,6936425.37020463,56.205601,0.111815,153.151993
1144,462560.20816556,6936425.37020463,116.523003,0.409719,134.388
1145,463060.20816556,6936425.37020463,96.690002,1.80904,181.822006
1146,463560.20816556,6936425.37020463,36.839001,0.175909,154.332001
1147,464060.20816556,6936425.37020463,45.360901,0.129379,159.304993
1148,464560.20816556,6936425.37020463,-18.806,-0.324673,300.807007
1149,465060.20816556,6936425.37020463,109.741997,0.666823,311.113007
1150,465560.20816556,6936425.37020463,6.26969,0.075254,344.924011
1151,466060.20816556,6936425.37020463,-35.457901,-1.48252,323.317993
1152,466560.20816556,6936425.37020463,21.84,1.50193,283.705994
1153,467060.20816556,6936425.37020463,14.9717,0.347071,210.412994
1154,467560.20816556,6936425.37020463,23.305099,0.597218,210.807999
1155,468060.20816556,6936425.37020463,20.5858,0.480829,182.809006
1156,468560.20816556,6936425.37020463,40.839699,1.53987,119.708
1157,461060.20816556,6935925.37020463,-18.4286,-0.09832,160.147995
1158,461560.20816556,6935925.37020463,16.3533,0.064355,172.386993
1159,462060.20816556,6935925.37020463,10.1695,0.124747,151.714996
1160,462560.20816556,6935925.37020463,51.872002,0.417476,153.651001
1161,463060.20816556,6935925.37020463,73.059998,1.1536,163.610992
1162,463560.20816556,6935925.37020463,60.0028,0.139161,153.018997
1163,464060.20816556,6935925.37020463,1.25375,-0.002318,163.931
1164,464560.20816556,6935925.37020463,37.978802,0.361353,171.783005
1165,465060.20816556,6935925.37020463,42.705399,0.540561,229.311996
1166,465560.20816556,6935925.37020463,39.883598,0.685442,190.287003
1167,466060.20816556,6935925.37020463,24.5931,10,166.404007
1168,466560.20816556,6935925.37020463,15.1386,0.397355,140.516998
1169,467060.20816556,6935925.37020463,36.975399,9.00827,116.533997
1170,467560.20816556,6935925.37020463,66.483498,6.64136,110.586998
1171,468060.20816556,6935925.37020463,50.141102,2.08909,108.595001
1172,468560.20816556,6935925.37020463,15.517,0.151993,122.638
1173,461060.20816556,6935425.37020463,4.68734,0.026871,141.748001
1174,461560.20816556,6935425.37020463,218.026001,0.325252,125.605003
1175,462060.20816556,6935425.37020463,89.1362,0.243015,109.946999
1176,462560.20816556,6935425.37020463,276.128998,0.638405,135.136002
1177,463060.20816556,6935425.37020463,39.001701,0.123968,134.764999
1178,463560.20816556,6935425.37020463,-8.1706,-0.119925,137.632004
1179,464060.20816556,6935425.37020463,19.0487,0.18775,125.848
1180,464560.20816556,6935425.37020463,20.502001,10,201.914001
1181,465060.20816556,6935425.37020463,73.3927,6.90767,122.817001
1182,465560.20816556,6935425.37020463,52.5919,0.457397,124.892998
1183,466060.20816556,6935425.37020463,74.109596,1.48623,105.872002
1184,466560.20816556,6935425.37020463,40.524601,10,113.643997
1185,467060.20816556,6935425.37020463,41.181801,0.869615,119.376999
1186,467560.20816556,6935425.37020463,50.255901,0.356165,110.5
1187,468060.20816556,6935425.37020463,11.2209,0.11527,105.477997
1188,468560.20816556,6935425.37020463,290.760986,1.15898,119.889
1189,461060.20816556,6934925.37020463,72.821899,0.31374,91.208504
1190,461560.20816556,6934925.37020463,9.70879,0.048829,101.708
1191,462060.20816556,6934925.37020463,-8.35639,-0.110306,80.995102
1192,462560.20816556,6934925.37020463,44.001999,0.372851,99.5821
1193,463060.20816556,6934925.37020463,39.151501,1.08035,114.251999
1194,463560.20816556,6934925.37020463,-4.91921,-0.052044,111.933998
1195,464060.20816556,6934925.37020463,45.943802,0.232886,97.511703
1196,464560.20816556,6934925.37020463,38.904099,0.219853,94.390602
1197,465060.20816556,6934925.37020463,63.8937,1.05919,90.069397
1198,465560.20816556,6934925.37020463,48.727699,1.61602,93.164497
1199,466060.20816556,6934925.37020463,39.889801,0.475396,99.059998
1200,466560.20816556,6934925.37020463,77.801102,0.872594,103.919998
1201,467060.20816556,6934925.37020463,70.5354,0.290469,100.921997
1202,467560.20816556,6934925.37020463,22.767,0.092578,126.613998
1203,468060.20816556,6934925.37020463,30.584,0.066823,129.684998
1204,468560.20816556,6934925.37020463,-0.571392,-0.030531,126.731003
1205,461060.20816556,6934425.37020463,-14.8836,-0.222121,209.179001
1206,461560.20816556,6934425.37020463,-5.59626,-0.056262,65.265602
1207,462060.20816556,6934425.37020463,34.128201,0.664663,106.213997
1208,462560.20816556,6934425.37020463,29.180599,0.204401,118.040001
1209,463060.20816556,6934425.37020463,23.9561,0.144591,82.576797
1210,463560.20816556,6934425.37020463,31.506001,0.235122,75.497498
1211,464060.20816556,6934425.37020463,15.4565,0.112141,68.096199
1212,464560.20816556,6934425.37020463,16.4202,0.251007,75.066803
1213,465060.20816556,6934425.37020463,57.6964,3.04115,71.740799
1214,465560.20816556,6934425.37020463,27.155199,0.241427,79.424599
1215,466060.20816556,6934425.37020463,14.8349,0.16433,76.499397
1216,466560.20816556,6934425.37020463,15.3854,0.098933,93.661102
1217,467060.20816556,6934425.37020463,29.108601,0.23396,95.161003
1218,467560.20816556,6934425.37020463,20.904699,0.249302,99.324097
1219,468060.20816556,6934425.37020463,32.554798,0.12385,119.454002
1220,468560.20816556,6934425.37020463,23.283501,0.107129,126.594002
1221,461060.20816556,6933925.37020463,-3.83952,-0.027369,116.528
1222,461560.20816556,6933925.37020463,-35.012501,-0.17008,109.669998
1223,462060.20816556,6933925.37020463,118.968002,0.387766,105.537003
1224,462560.20816556,6933925.37020463,22.506599,0.275766,83.1455
1225,463060.20816556,6933925.37020463,44.659698,0.134054,92.444
1226,463560.20816556,6933925.37020463,25.7701,0.240326,141.173004
1227,464060.20816556,6933925.37020463,13.2337,0.121365,83.203796
1228,464560.20816556,6933925.37020463,25.0741,0.144637,77.286201
1229,465060.20816556,6933925.37020463,8.78329,0.052244,63.0928
1230,465560.20816556,6933925.37020463,56.932201,0.743402,64.865402
1231,466060.20816556,6933925.37020463,22.681299,0.059529,92.729301
1232,466560.20816556,6933925.37020463,71.291496,0.168824,79.000603
1233,467060.20816556,6933925.37020463,3.52491,0.022753,107.904999
1234,467560.20816556,6933925.37020463,9.27737,0.085009,118.945
1235,468060.20816556,6933925.37020463,34.8899,0.63952,107.672997
1236,468560.20816556,6933925.37020463,10.5927,0.129085,92.727501
1237,461060.20816556,6933425.37020463,21.738199,0.251548,87.896896
1238,461560.20816556,6933425.37020463,3.09995,-0.483705,91.588799
1239,462060.20816556,6933425.37020463,-21.782801,-0.360771,76.6464
1240,462560.20816556,6933425.37020463,21.130699,0.792027,133.983994
1241,463060.20816556,6933425.37020463,61.752499,0.635374,72.764503
1242,463560.20816556,6933425.37020463,53.379501,0.241211,70.730003
1243,464060.20816556,6933425.37020463,24.405001,0.080737,89.3078
1244,464560.20816556,6933425.37020463,27.8468,0.103724,93.782097
1245,465060.20816556,6933425.37020463,-15.062,-0.150717,117.882004
1246,465560.20816556,6933425.37020463,37.716301,0.183825,150.376999
1247,466060.20816556,6933425.37020463,30.072901,0.13186,78.6791
1248,466560.20816556,6933425.37020463,8.5906,0.042493,103.579002
1249,467060.20816556,6933425.37020463,-0.858089,-0.010252,107.973999
1250,467560.20816556,6933425.37020463,14.4971,0.063239,111.296997
1251,468060.20816556,6933425.37020463,17.7696,0.157156,95.318497
1252,468560.20816556,6933425.37020463,-5.10331,-0.072158,80.847099
1253,461060.20816556,6932925.37020463,4.28274,0.126357,85.921799
1254,461560.20816556,6932925.37020463,-14.5389,-0.315351,93.686203
1255,462060.20816556,6932925.37020463,24.196199,-1.28964,111.885002
1256,462560.20816556,6932925.37020463,22.577999,0.207563,80.979897
1257,463060.20816556,6932925.37020463,25.4888,0.097588,65.293999
1258,463560.20816556,6932925.37020463,-0.081821,0.014153,58.235802
1259,464060.20816556,6932925.37020463,5.47653,0.051055,46.2192
1260,464560.20816556,6932925.37020463,21.8965,0.262899,69.926804
1261,465060.20816556,6932925.37020463,58.5089,0.151713,63.029202
1262,465560.20816556,6932925.37020463,9.59414,0.05418,120.561996
1263,466060.20816556,6932925.37020463,10.38,0.105907,88.112396
1264,466560.20816556,6932925.37020463,6.76249,0.057754,111.293999
1265,467060.20816556,6932925.37020463,-32.910801,-0.22461,174.345993
1266,467560.20816556,6932925.37020463,1.15254,0.046123,135.947006
1267,468060.20816556,6932925.37020463,20.627701,0.235975,119.871002
1268,468560.20816556,6932925.37020463,1.29029,0.077994,92.099602
1269,461060.20816556,6932425.37020463,15.6869,0.128211,103.365997
1270,461560.20816556,6932425.37020463,-1.07545,-0.032392,97.004501
1271,462060.20816556,6932425.37020463,-21.2712,-0.207505,109.620003
1272,462560.20816556,6932425.37020463,-22.204399,-0.59296,67.148598
1273,463060.20816556,6932425.37020463,28.349001,-8.06828,43.291901
1274,463560.20816556,6932425.37020463,2.9256,0.102462,43.896801
1275,464060.20816556,6932425.37020463,17.606199,0.48832,81.2752
1276,464560.20816556,6932425.37020463,13.481,0.541883,104.600998
1277,465060.20816556,6932425.37020463,54.223999,0.369632,71.294601
1278,465560.20816556,6932425.37020463,30.0485,0.309547,82.691803
1279,466060.20816556,6932425.37020463,13.843,0.083548,98.415604
1280,466560.20816556,6932425.37020463,6.43834,0.161239,111.850998
1281,467060.20816556,6932425.37020463,15.8403,0.040353,140.419006
1282,467560.20816556,6932425.37020463,45.1842,2.46106,124.165001
1283,468060.20816556,6932425.37020463,3.29283,0.081081,115.994003
1284,468560.20816556,6932425.37020463,0.842813,-0.000126,103.987999
1285,461060.20816556,6931925.37020463,74.2687,0.46663,92.525803
1286,461560.20816556,6931925.37020463,11.8248,0.202579,89.390198
1287,462060.20816556,6931925.37020463,60.658901,0.451045,76.242699
1288,462560.20816556,6931925.37020463,88.449799,0.282121,59.409801
1289,463060.20816556,6931925.37020463,24.0923,0.501977,71.175201
1290,463560.20816556,6931925.37020463,28.788799,3.75745,78.457603
1291,464060.20816556,6931925.37020463,48.091,1.4181,71.184601
1292,464560.20816556,6931925.37020463,178.035995,0.845291,63.532501
1293,465060.20816556,6931925.37020463,-12.5337,-0.225372,109.324997
1294,465560.20816556,6931925.37020463,23.2799,0.186406,91.544403
1295,466060.20816556,6931925.37020463,28.387501,0.170214,94.7556
1296,466560.20816556,6931925.37020463,11.0963,0.060329,103.396004
1297,467060.20816556,6931925.37020463,39.989201,10,113.432999
1298,467560.20816556,6931925.37020463,26.415501,0.441762,126.206001
1299,468060.20816556,6931925.37020463,8.92951,0.300454,125.335999
1300,468560.20816556,6931925.37020463,3.90025,0.03047,121.417999
1301,461060.20816556,6931425.37020463,81.111702,0.747856,73.224297
1302,461560.20816556,6931425.37020463,27.3911,0.065844,74.1688
1303,462060.20816556,6931425.37020463,18.397499,0.100055,55.5173
1304,462560.20816556,6931425.37020463,19.568199,0.176078,56.439301
1305,463060.20816556,6931425.37020463,63.8685,0.393344,130.649994
1306,463560.20816556,6931425.37020463,-6.46774,-0.439275,101.309998
1307,464060.20816556,6931425.37020463,38.357101,0.527559,105.501999
1308,464560.20816556,6931425.37020463,32.5779,0.185079,60.934101
1309,465060.20816556,6931425.37020463,12.1583,-3.00885,57.335499
1310,465560.20816556,6931425.37020463,15.9157,0.109901,83.356102
1311,466060.20816556,6931425.37020463,18.960501,0.143511,70.652603
1312,466560.20816556,6931425.37020463,16.608801,0.102249,93.316299
1313,467060.20816556,6931425.37020463,22.194099,0.100065,102.616997
1314,467560.20816556,6931425.37020463,19.5784,10,114.389999
1315,468060.20816556,6931425.37020463,14.8667,6.99391,123.587997
1316,468560.20816556,6931425.37020463,6.24172,0.091236,136.682007
1317,461060.20816556,6930925.37020463,12.9312,0.024615,52.025799
